clip_id,class_id,signer_id,view,repetition,path,split,fps,n_frames,duration,width,height,file_size,brightness_mean,brightness_std,blur_mean
S10-J-perfil-1,J,S10,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S10-J-perfil-1.mp4,J,59.94,67,1.1177844511177846,900,900,2066262,96.69479241622575,0.3597030235396514,4.142319031135716
S10-J-perfil-2,J,S10,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S10-J-perfil-2.mp4,J,59.283,71,1.1976451933943963,900,900,2467228,96.88097345679013,0.22725466511608414,4.279846742569921
S10-J-perfil-3,J,S10,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S10-J-perfil-3.mp4,J,59.36,65,1.0950134770889488,900,900,1933605,97.19032081128748,0.21706154450925744,4.34284284141812
S10-J-perfil-4,J,S10,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S10-J-perfil-4.mp4,J,59.129,59,0.9978183294153461,900,900,1680571,97.01876646090534,0.2243183866354798,4.169596284010567
S10-J-perfil-5,J,S10,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S10-J-perfil-5.mp4,J,59.218,66,1.114525988719646,900,900,1971257,96.86834056437392,0.2869919755010098,4.209544254389357
S11-J-perfil-1,J,S11,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S11-J-perfil-1.mp4,J,30.0,66,2.2,900,900,3644958,136.46561992945325,0.4472634828856155,4.241756602287979
S11-J-perfil-2,J,S11,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S11-J-perfil-2.mp4,J,30.0,61,2.033333333333333,900,900,3138732,135.48144656084656,0.12796769395259175,4.426919219232696
S11-J-perfil-3,J,S11,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S11-J-perfil-3.mp4,J,30.0,66,2.2,900,900,3644957,135.77750546737212,0.22889977451750762,4.622542655789622
S11-J-perfil-4,J,S11,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S11-J-perfil-4.mp4,J,30.0,45,1.5,900,900,1584417,136.06861530864197,0.14434967754542943,4.4930488567212326
S11-J-perfil-5,J,S11,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S11-J-perfil-5.mp4,J,30.0,57,1.9,900,900,2733752,136.23234341563787,0.25125764454478117,4.361924681110604
S11-J-perfil-6,J,S11,profile,6,..\..\src\datasets\MSL-dynamic-profile-signs\J\S11-J-perfil-6.mp4,J,30.0,49,1.6333333333333333,900,900,1923793,136.10708666666665,0.37660146809500933,4.250778506918763
S13-J-perfil-1,J,S13,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S13-J-perfil-1.mp4,J,30.0,54,1.8,900,900,2430018,141.6297413580247,0.19368231159005436,4.261288040517706
S13-J-perfil-2,J,S13,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S13-J-perfil-2.mp4,J,30.0,43,1.4333333333333333,900,900,1662922,141.92637999999997,0.2882536039061005,4.2849634371882335
S13-J-perfil-3,J,S13,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S13-J-perfil-3.mp4,J,30.0,39,1.3,900,900,1453856,141.2479237654321,0.06813288482214887,4.144300291254763
S13-J-perfil-4,J,S13,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S13-J-perfil-4.mp4,J,30.0,42,1.4,900,900,1545485,141.35304197530863,0.15779962740767173,4.213153329971955
S13-J-perfil-5,J,S13,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S13-J-perfil-5.mp4,J,30.0,42,1.4,900,900,1576207,141.29205185185182,0.2972557673076909,4.079872342855967
S14-J-perfil-1,J,S14,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S14-J-perfil-1.mp4,J,59.33,83,1.398954997471768,900,900,3669380,130.3760400548697,0.36536921730336236,6.330973110203391
S14-J-perfil-2,J,S14,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S14-J-perfil-2.mp4,J,59.94,72,1.2012012012012012,900,900,2488105,130.6880572530864,0.24546724361010488,6.396528215392661
S14-J-perfil-3,J,S14,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S14-J-perfil-3.mp4,J,59.603,78,1.3086589601194571,900,900,3130393,130.0751125,0.3445448932753251,6.382129772610691
S14-J-perfil-4,J,S14,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S14-J-perfil-4.mp4,J,59.443,78,1.3121814174923878,900,900,3151438,131.57429058641975,0.21045219392309722,6.263036513145291
S14-J-perfil-5,J,S14,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S14-J-perfil-5.mp4,J,59.908,96,1.6024571008880282,900,900,4886266,131.28102703703703,0.5184716470115791,6.289724319307574
S15-J-perfil-1,J,S15,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S15-J-perfil-1.mp4,J,59.94,48,0.8008008008008008,900,900,1201547,119.49616074074075,0.24164876047930092,3.031705922374943
S15-J-perfil-2,J,S15,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S15-J-perfil-2.mp4,J,58.98,41,0.6951508986096983,900,900,1004097,119.59509777777778,0.292463191401738,2.776966910163085
S15-J-perfil-3,J,S15,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S15-J-perfil-3.mp4,J,58.906,41,0.6960241741079007,900,900,979573,119.51776790123456,0.057710787163555745,2.8090651792470664
S15-J-perfil-4,J,S15,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S15-J-perfil-4.mp4,J,59.01,36,0.6100660904931368,900,900,864998,119.43631975308644,0.2599099225403542,2.8179138852770165
S15-J-perfil-5,J,S15,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S15-J-perfil-5.mp4,J,59.03,36,0.6098593935287142,900,900,886437,119.4252462962963,0.29800846870002423,2.791061725960219
S16-J-perfil-1,J,S16,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S16-J-perfil-1.mp4,J,59.94,42,0.7007007007007007,900,900,930612,115.18441703703704,0.10939576146436414,2.4467602431388515
S16-J-perfil-2,J,S16,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S16-J-perfil-2.mp4,J,59.94,48,0.8008008008008008,900,900,986410,115.1643913580247,0.04640396534779937,2.2480289006069194
S16-J-perfil-3,J,S16,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S16-J-perfil-3.mp4,J,58.533,35,0.5979532913057591,900,900,781923,116.65515432098765,0.08180857874711313,2.310116048113856
S16-J-perfil-4,J,S16,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S16-J-perfil-4.mp4,J,59.24,53,0.8946657663740716,900,900,1143296,116.75911481481482,0.18859732250724354,2.275126327183356
S16-J-perfil-5,J,S16,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S16-J-perfil-5.mp4,J,59.284,54,0.9108697118952838,900,900,1180181,116.32707057613169,0.200857145768726,2.387426748222832
S17-J-perfil-1,J,S17,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S17-J-perfil-1.mp4,J,59.94,42,0.7007007007007007,900,900,1160173,119.16334370370369,0.7908024180788302,2.7519758007943915
S17-J-perfil-2,J,S17,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S17-J-perfil-2.mp4,J,59.94,61,1.0176843510176843,900,900,1520666,119.1134823633157,0.7341379744757843,2.6950680721005074
S17-J-perfil-3,J,S17,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S17-J-perfil-3.mp4,J,59.092,48,0.8122926961348406,900,900,1141660,117.87454938271605,1.1169550828959645,2.707076779893614
S17-J-perfil-4,J,S17,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S17-J-perfil-4.mp4,J,59.44,66,1.110363391655451,900,900,1945492,118.85271869488535,0.21674524940673667,2.888294702527271
S17-J-perfil-5,J,S17,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S17-J-perfil-5.mp4,J,59.458,66,1.110027246123314,900,900,1944376,118.98610158730159,0.41278756633890623,2.9111526936891154
S18-J-perfil-1,J,S18,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S18-J-perfil-1.mp4,J,59.94,48,0.8008008008008008,900,900,1413144,110.06784,0.12883140653434833,5.329969124705685
S18-J-perfil-2,J,S18,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S18-J-perfil-2.mp4,J,59.94,66,1.1011011011011012,900,900,1890162,109.97134603174604,0.2759590781812983,5.4108593567211
S18-J-perfil-3,J,S18,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S18-J-perfil-3.mp4,J,58.188,66,1.1342544854609198,900,900,1974283,110.68419999999999,0.2488649424701168,5.513397573065299
S18-J-perfil-4,J,S18,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S18-J-perfil-4.mp4,J,59.38,48,0.8083529808016167,900,900,1385512,111.75430419753086,0.3555847922689815,5.38690268008779
S18-J-perfil-5,J,S18,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S18-J-perfil-5.mp4,J,59.645,60,1.0059518819683124,900,900,1735802,111.30840082304529,0.6354740275030792,5.336425645700604
S19-J-perfil-1,J,S19,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S19-J-perfil-1.mp4,J,59.94,36,0.6006006006006006,900,900,1031382,112.1445774691358,0.4343060309649411,3.4859543105342183
S19-J-perfil-2,J,S19,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S19-J-perfil-2.mp4,J,59.94,43,0.7173840507173841,900,900,1232547,112.39477407407408,0.3408785685462363,3.1602076499317184
S19-J-perfil-3,J,S19,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S19-J-perfil-3.mp4,J,59.94,49,0.8174841508174842,900,900,1311765,112.19844172839507,0.41351731599964453,3.2742032075491543
S19-J-perfil-4,J,S19,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S19-J-perfil-4.mp4,J,57.79,48,0.8305935282920921,900,900,1281730,112.0348888888889,0.5295530450894235,3.2412787182304528
S19-J-perfil-5,J,S19,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S19-J-perfil-5.mp4,J,59.216,42,0.7092677654687922,900,900,1228880,112.85448444444447,0.19004104550047088,3.285717774770614
S2-J-perfil-1,J,S2,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S2-J-perfil-1.mp4,J,59.94,36,0.6006006006006006,900,900,755996,117.78768611111111,0.17094384363945594,2.2647672765393994
S2-J-perfil-2,J,S2,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S2-J-perfil-2.mp4,J,59.94,55,0.9175842509175843,900,900,1056792,117.99281934156379,0.20689966587675054,2.1117895020309403
S2-J-perfil-3,J,S2,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S2-J-perfil-3.mp4,J,58.546,55,0.939432241314522,900,900,1064941,117.98986810699587,0.21610066621021967,2.140872307844333
S2-J-perfil-4,J,S2,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S2-J-perfil-4.mp4,J,59.215,48,0.8106054209237524,900,900,965440,117.96240617283952,0.18691804496518963,2.181238167134583
S2-J-perfil-5,J,S2,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S2-J-perfil-5.mp4,J,59.467,48,0.8071703633948241,900,900,965150,118.04586098765431,0.23933185399035728,2.0934303696872427
S20-J-perfil-1,J,S20,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S20-J-perfil-1.mp4,J,59.94,60,1.001001001001001,900,900,1697031,126.11745679012343,0.19970269524047105,5.196635981511965
S20-J-perfil-2,J,S20,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S20-J-perfil-2.mp4,J,59.342,71,1.1964544504735264,900,900,2459993,126.19950709876542,0.29635772063465826,5.166563420461249
S20-J-perfil-3,J,S20,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S20-J-perfil-3.mp4,J,59.366,59,0.9938348549674898,900,900,1625576,126.88232119341563,0.36412481072512765,4.933213574189911
S20-J-perfil-4,J,S20,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S20-J-perfil-4.mp4,J,59.384,66,1.1114104809376264,900,900,1952194,125.99972239858907,0.2736755017903419,5.158317283099048
S20-J-perfil-5,J,S20,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S20-J-perfil-5.mp4,J,59.579,48,0.8056529985397539,900,900,1300186,126.56785333333335,0.42781356255819614,4.840412838629477
S21-J-perfil-1,J,S21,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S21-J-perfil-1.mp4,J,59.94,84,1.4014014014014013,900,900,3683992,131.7517462277092,0.09762723452448882,6.153022340528882
S21-J-perfil-2,J,S21,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S21-J-perfil-2.mp4,J,59.417,83,1.3969066092195837,900,900,3658127,130.4381951989026,0.292662974564389,5.967001052445257
S21-J-perfil-3,J,S21,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S21-J-perfil-3.mp4,J,59.585,84,1.4097507762020642,900,900,3734575,130.33864705075445,0.35759489571552866,5.6496975160309235
S21-J-perfil-4,J,S21,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S21-J-perfil-4.mp4,J,59.429,72,1.2115297245452556,900,900,2550901,130.85009537037038,0.27601192693486537,5.633658891176459
S21-J-perfil-5,J,S21,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S21-J-perfil-5.mp4,J,58.495,72,1.2308744337122832,900,900,2541356,130.36348703703703,0.5907264802931281,5.635277734539704
S3-J-perfil-1,J,S3,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S3-J-perfil-1.mp4,J,30.0,39,1.3,900,900,1189581,127.26509969135802,0.05388552045229366,2.514057715813519
S3-J-perfil-2,J,S3,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S3-J-perfil-2.mp4,J,30.0,34,1.1333333333333333,900,900,1082868,127.1748450617284,0.4106972264430741,2.497161345968984
S3-J-perfil-3,J,S3,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S3-J-perfil-3.mp4,J,30.0,41,1.3666666666666667,900,900,1113832,127.17244419753085,0.1535478359063965,2.375079750659045
S3-J-perfil-4,J,S3,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S3-J-perfil-4.mp4,J,30.0,49,1.6333333333333333,900,900,1923792,127.16568641975309,0.13157662656116928,2.3255604353885078
S3-J-perfil-5,J,S3,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S3-J-perfil-5.mp4,J,30.0,35,1.1666666666666667,900,900,976505,127.09080895061729,0.34565022184380967,2.326164075840573
S4-J-perfil-1,J,S4,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S4-J-perfil-1.mp4,J,30.0,72,2.4,900,900,4252428,141.3713837962963,0.20807925936261212,4.330796993668839
S4-J-perfil-2,J,S4,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S4-J-perfil-2.mp4,J,30.0,76,2.533333333333333,900,900,4657407,139.52605293209876,0.4724133762762022,4.230952593841068
S4-J-perfil-3,J,S4,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S4-J-perfil-3.mp4,J,30.0,65,2.1666666666666665,900,900,3543712,139.5284982363316,0.3193778863441467,4.375691867416335
S4-J-perfil-4,J,S4,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S4-J-perfil-4.mp4,J,30.0,57,1.9,900,900,2733752,140.59724300411523,0.22751904756131702,4.1850719894457145
S4-J-perfil-5,J,S4,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S4-J-perfil-5.mp4,J,30.0,70,2.3333333333333335,900,900,4049937,140.49404832451498,0.17056849929842152,4.093548094960917
S5-J-perfil-1,J,S5,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S5-J-perfil-1.mp4,J,30.0,60,2.0,900,900,3037488,123.8078878600823,0.25959415131812014,2.311845883183204
S5-J-perfil-2,J,S5,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S5-J-perfil-2.mp4,J,30.0,62,2.066666666666667,900,900,3239977,123.41290176366843,0.548259932597763,2.3759398469669257
S5-J-perfil-3,J,S5,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S5-J-perfil-3.mp4,J,30.0,68,2.2666666666666666,900,900,3847448,123.63016455026455,0.7251687248171467,2.412189060134126
S5-J-perfil-4,J,S5,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S5-J-perfil-4.mp4,J,30.0,66,2.2,900,900,3644958,123.72197442680776,0.7016332054293097,2.4521631334206453
S5-J-perfil-5,J,S5,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S5-J-perfil-5.mp4,J,30.0,50,1.6666666666666667,900,900,2025038,123.53575135802468,0.7017323233791553,2.339266663967078
S5-J-perfil-6,J,S5,profile,6,..\..\src\datasets\MSL-dynamic-profile-signs\J\S5-J-perfil-6.mp4,J,30.0,64,2.1333333333333333,900,900,3442467,123.13366737213404,0.6802652892917024,2.348052198765868
S6-J-perfil-1,J,S6,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S6-J-perfil-1.mp4,J,30.0,64,2.1333333333333333,900,900,3442467,126.8085901234568,0.08977517016874761,3.73217830565136
S6-J-perfil-2,J,S6,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S6-J-perfil-2.mp4,J,30.0,78,2.6,900,900,4859897,126.03901234567901,0.33658259593821604,3.9315047819591156
S6-J-perfil-3,J,S6,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S6-J-perfil-3.mp4,J,30.0,69,2.3,900,900,3948692,125.65021410934744,0.4415668503256223,3.891654479732837
S6-J-perfil-4,J,S6,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S6-J-perfil-4.mp4,J,30.0,77,2.566666666666667,900,900,4758652,124.98224691358024,0.380995291151067,3.7746405544366333
S6-J-perfil-5,J,S6,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S6-J-perfil-5.mp4,J,30.0,63,2.1,900,900,3341222,122.23379065255732,0.2617017498856338,3.647829979592396
S7-J-perfil-1,J,S7,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S7-J-perfil-1.mp4,J,59.146,65,1.0989754167652928,900,900,1878132,114.78728977072309,0.276813862474474,7.172571892265116
S7-J-perfil-2,J,S7,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S7-J-perfil-2.mp4,J,59.94,67,1.1177844511177846,900,900,1989819,114.6204065255732,0.13518644444455946,6.017088121760402
S7-J-perfil-3,J,S7,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S7-J-perfil-3.mp4,J,59.003,97,1.643984204193007,900,900,5133552,115.83378604938272,0.12491050922095857,6.808207569386068
S7-J-perfil-4,J,S7,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S7-J-perfil-4.mp4,J,58.533,84,1.4350878991338218,900,900,3740354,115.48042880658437,0.34802439225242165,6.3563377670986805
S7-J-perfil-5,J,S7,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S7-J-perfil-5.mp4,J,58.622,90,1.5352598000750572,900,900,4328460,115.8595818930041,0.17645464831553231,6.018647309105657
S8-J-lateral-1,J,S8,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S8-J-lateral-1.mp4,J,59.94,97,1.6182849516182851,900,900,4979535,117.0210475308642,1.1988065627293396,3.1429717266537116
S8-J-lateral-2,J,S8,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S8-J-lateral-2.mp4,J,59.94,91,1.5181848515181848,900,900,4381592,115.75583074074075,0.6754304510890285,3.1876469128702953
S8-J-lateral-3,J,S8,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S8-J-lateral-3.mp4,J,58.714,96,1.6350444527710597,900,900,4914763,116.58630296296296,1.095422580606165,3.247440492704771
S8-J-lateral-4,J,S8,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S8-J-lateral-4.mp4,J,58.993,126,2.135846625870866,900,900,7855558,116.80877948717949,0.8900358369648359,3.3438526077394397
S8-J-lateral-5,J,S8,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S8-J-lateral-5.mp4,J,59.019,102,1.7282570019824124,900,900,5638027,117.31260089786755,0.5446742434056759,3.38767104211761
S9-J-perfil-1,J,S9,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\J\S9-J-perfil-1.mp4,J,59.21,68,1.1484546529302482,900,900,2173029,119.76060793650792,1.1616510854978281,3.226594319996951
S9-J-perfil-2,J,S9,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\J\S9-J-perfil-2.mp4,J,59.46,69,1.160443995963673,900,900,2244645,121.25420546737215,0.5302629213504144,2.921146012661833
S9-J-perfil-3,J,S9,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\J\S9-J-perfil-3.mp4,J,59.315,72,1.2138582146168762,900,900,2564324,122.4562787037037,0.733482522704476,2.9761062960000375
S9-J-perfil-4,J,S9,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\J\S9-J-perfil-4.mp4,J,59.597,69,1.157776398140846,900,900,2229522,119.09649435626102,0.6492597104553447,2.7373445983208136
S9-J-perfil-5,J,S9,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\J\S9-J-perfil-5.mp4,J,58.723,72,1.2260953970335304,900,900,2513041,119.38956512345679,0.8494137266270959,2.747178216514441
S1-K-perfil-1,K,S1,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\K\S1-K-perfil-1.mp4,K,30.0,57,1.9,900,900,2733752,133.47029176954734,0.34213945213753416,2.6638656529619475
S1-K-perfil-2,K,S1,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\K\S1-K-perfil-2.mp4,K,30.0,61,2.033333333333333,900,900,3138732,133.30246737213403,0.46716720637781856,2.6223056530206628
S1-K-perfil-3,K,S1,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\K\S1-K-perfil-3.mp4,K,30.0,57,1.9,900,900,2733752,133.44393539094654,0.4658102326624626,2.649319424167302
S1-K-perfil-4,K,S1,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\K\S1-K-perfil-4.mp4,K,30.0,53,1.7666666666666666,900,900,2328773,133.45815267489712,0.3482688635891276,2.6076289013161107
S1-K-perfil-5,K,S1,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\K\S1-K-perfil-5.mp4,K,30.0,67,2.2333333333333334,900,900,3746203,133.45554003527337,0.44079940889833447,2.628655636690835
S1-K-perfil-6,K,S1,profile,6,..\..\src\datasets\MSL-dynamic-profile-signs\K\S1-K-perfil-6.mp4,K,30.0,51,1.7,900,900,2126282,133.45689506172837,0.3690786117154037,2.7871862607920534
S10-K-perfil-1,K,S10,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\K\S10-K-perfil-1.mp4,K,59.94,79,1.3179846513179847,900,900,3185705,102.46577006172839,0.18600888759565862,4.240202688391632
S10-K-perfil-2,K,S10,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\K\S10-K-perfil-2.mp4,K,59.94,102,1.7017017017017018,900,900,5477821,102.08504074074072,0.15926560115875735,4.199378046494438
S10-K-perfil-3,K,S10,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\K\S10-K-perfil-3.mp4,K,59.412,95,1.5990035683026997,900,900,4864682,101.91468098765432,0.18906037021973626,4.218653647925164
S10-K-perfil-4,K,S10,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\K\S10-K-perfil-4.mp4,K,59.576,101,1.6953135490801665,900,900,5440683,101.76996543209879,0.2523290649866495,4.187951454547394
S10-K-perfil-5,K,S10,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\K\S10-K-perfil-5.mp4,K,59.568,96,1.6116035455278002,900,900,4940919,101.5825324691358,0.6418033763340733,4.154802509147843
S11-K-perfil-1,K,S11,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\K\S11-K-perfil-1.mp4,K,30.0,69,2.3,900,900,3948693,135.1105049382716,0.8575957007534175,4.7254103949835615
S11-K-perfil-2,K,S11,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\K\S11-K-perfil-2.mp4,K,30.0,77,2.566666666666667,900,900,4758652,134.58210200617285,0.2382256003435031,4.984883482925049
S11-K-perfil-3,K,S11,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\K\S11-K-perfil-3.mp4,K,30.0,78,2.6,900,900,4859897,134.48694074074075,0.6097297187964662,5.038008924671924
S11-K-perfil-4,K,S11,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\K\S11-K-perfil-4.mp4,K,30.0,70,2.3333333333333335,900,900,4049938,133.21558218694884,0.12457270620297452,5.14364884463932
S11-K-perfil-5,K,S11,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\K\S11-K-perfil-5.mp4,K,30.0,71,2.3666666666666667,900,900,4151182,134.28580108024693,0.4960043595235635,5.222149994182289
S13-K-perfil-1,K,S13,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\K\S13-K-perfil-1.mp4,K,30.0,67,2.2333333333333334,900,900,3746203,133.74025890652555,0.31158823788648843,4.310326804690704
S13-K-perfil-2,K,S13,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\K\S13-K-perfil-2.mp4,K,30.0,49,1.6333333333333333,900,900,2007939,133.07730691358023,0.28721843207492986,4.03016838968084
S13-K-perfil-3,K,S13,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\K\S13-K-perfil-3.mp4,K,30.0,53,1.7666666666666666,900,900,2328773,132.9944829218107,0.11328876417594026,4.176265629582127
S13-K-perfil-4,K,S13,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\K\S13-K-perfil-4.mp4,K,30.0,59,1.9666666666666666,900,900,2936243,133.0785547325103,0.5213593946894639,4.109614395088148
S13-K-perfil-5,K,S13,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\K\S13-K-perfil-5.mp4,K,30.0,60,2.0,900,900,3037487,133.6646096707819,0.4095739136424332,4.05243969365874
S14-K-perfil-1,K,S14,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\K\S14-K-perfil-1.mp4,K,30.0,36,1.2,900,900,1413323,141.104237345679,0.26607018168732044,5.123916663582532
S14-K-perfil-2,K,S14,profile,2,..\..\src\datasets\MSL-dynamic-profile-signs\K\S14-K-perfil-2.mp4,K,30.0,42,1.4,900,900,1357741,140.94212962962962,0.16853486528775005,4.312643207450388
S14-K-perfil-3,K,S14,profile,3,..\..\src\datasets\MSL-dynamic-profile-signs\K\S14-K-perfil-3.mp4,K,30.0,46,1.5333333333333334,900,900,1620058,141.2994513580247,0.29836806336802285,4.503270122736167
S14-K-perfil-4,K,S14,profile,4,..\..\src\datasets\MSL-dynamic-profile-signs\K\S14-K-perfil-4.mp4,K,30.0,36,1.2,900,900,1286158,141.54254691358022,0.45623500204682976,4.521237344847204
S14-K-perfil-5,K,S14,profile,5,..\..\src\datasets\MSL-dynamic-profile-signs\K\S14-K-perfil-5.mp4,K,30.0,32,1.0666666666666667,900,900,1442556,141.7273975308642,0.3736593328485799,5.053903990834097
S15-K-perfil-1,K,S15,profile,1,..\..\src\datasets\MSL-dynamic-profile-signs\K\S15-K-perfil-1.mp4,K,59.94,54,0.9009009009009009,900,900,1321299,117.59923024691359,0.3535682874811967,3.131477777296652
